@relation cnncbc.arff

@attribute parens numeric
@attribute avg_tok_lens numeric
@attribute wh_words numeric
@attribute slangs numeric
@attribute numSents numeric
@attribute commas numeric
@attribute prop_nouns numeric
@attribute comm_nouns numeric
@attribute avg_sent_lens numeric
@attribute third_person_prns numeric
@attribute conjs numeric
@attribute caps numeric
@attribute sec_person_prns numeric
@attribute adverbs numeric
@attribute ellipses numeric
@attribute cols_semicols numeric
@attribute future_verbs numeric
@attribute past_verbs numeric
@attribute dashes numeric
@attribute first_person_prns numeric
@attribute twit {CBCNews_out.twt,cnn_out.twt}

@data
0,3.5,0,0,3,0,0,10,5.0,0,0,0,2,0,0,0,0,0,0,0,cnn_out.twt
0,4.66666666667,0,0,1,0,1,0,6.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,4.38461538462,0,0,2,0,1,5,7.5,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,4.33333333333,0,0,2,0,2,7,7.5,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,6.4,0,0,1,0,2,1,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.38461538462,0,0,1,0,4,5,13.0,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.27272727273,0,0,2,0,2,6,7.5,0,0,0,0,0,1,1,0,0,0,1,cnn_out.twt
0,4.44444444444,0,0,1,0,1,2,9.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.875,1,0,1,0,0,6,9.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.33333333333,0,0,3,0,0,9,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.83333333333,0,0,1,0,1,0,7.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,5.36363636364,0,0,4,0,1,11,4.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.8,0,0,2,1,1,10,12.0,0,0,1,0,1,0,0,0,0,0,1,cnn_out.twt
0,5.27272727273,0,0,1,1,1,3,12.0,0,0,0,0,1,0,0,0,0,0,0,cnn_out.twt
0,5.55555555556,0,0,1,0,0,2,9.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,4.45454545455,0,0,1,0,1,4,12.0,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,4.95652173913,0,0,2,0,1,9,12.5,0,0,0,0,0,0,0,0,0,0,1,cnn_out.twt
0,8.0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.76923076923,0,0,2,1,1,8,8.5,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,4.7,0,0,1,0,0,2,10.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.77777777778,0,0,3,0,1,8,4.0,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,7.08333333333,0,0,2,0,0,9,9.0,0,0,1,0,3,1,1,0,0,0,0,cnn_out.twt
0,4.8,0,0,1,0,2,3,10.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.4,0,0,3,0,1,9,4.66666666667,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,3.80952380952,1,0,1,1,1,11,22.0,0,0,2,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.77777777778,0,0,3,0,0,8,4.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.86666666667,0,0,3,0,0,16,6.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,5.55555555556,0,0,1,0,1,4,10.0,0,0,2,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.66666666667,0,0,3,0,1,8,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.07142857143,0,0,4,0,4,6,4.5,1,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.375,0,0,1,1,1,0,10.0,0,0,0,0,2,0,0,0,0,0,0,cnn_out.twt
0,5.0,0,0,3,0,3,8,4.66666666667,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.41666666667,0,0,1,0,1,3,12.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.33333333333,0,0,3,0,1,8,4.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.0,0,0,1,0,2,4,15.0,0,0,0,0,1,0,0,0,0,0,0,cnn_out.twt
0,4.0,0,0,3,0,0,7,4.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,6.66666666667,1,0,1,0,0,10,19.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,6.09090909091,0,0,3,0,3,5,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.57142857143,0,0,2,0,0,10,11.0,1,0,1,0,1,0,0,0,0,0,0,cnn_out.twt
0,6.88888888889,0,0,1,2,1,5,14.0,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,7.0,0,0,1,0,0,3,7.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,6.0,0,0,1,0,1,1,9.0,0,0,0,0,0,1,1,0,1,0,0,cnn_out.twt
1,5.46153846154,0,0,2,0,4,4,8.0,0,0,0,0,2,1,1,0,0,0,0,cnn_out.twt
0,5.3,0,0,2,1,2,5,6.5,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,4.66666666667,0,0,1,4,3,16,30.0,0,0,4,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.07692307692,0,0,1,1,1,4,14.0,0,0,1,0,0,0,0,0,0,0,1,cnn_out.twt
0,3.92857142857,0,0,3,0,0,13,5.66666666667,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,4.4,0,0,1,0,2,2,16.0,0,0,1,0,0,1,1,0,0,0,0,cnn_out.twt
0,5.33333333333,0,0,1,0,2,1,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.66666666667,1,0,1,0,1,4,22.0,0,0,0,0,0,1,0,0,0,0,0,cnn_out.twt
0,5.30769230769,0,0,1,0,4,2,13.0,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.9,0,0,3,0,1,8,4.33333333333,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.71428571429,0,0,2,0,4,5,8.5,0,0,1,0,1,2,2,0,0,0,0,cnn_out.twt
0,5.16666666667,0,0,3,1,2,9,5.33333333333,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,5.85714285714,0,0,1,0,0,3,8.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.11111111111,0,0,2,1,3,5,10.0,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.46153846154,0,0,3,0,4,6,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.42105263158,1,0,2,0,0,6,11.0,3,0,0,0,0,0,0,0,0,0,1,cnn_out.twt
0,4.89473684211,0,0,2,0,2,9,10.5,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.3,0,0,2,0,1,7,11.5,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.61111111111,0,0,1,0,2,4,18.0,0,0,0,0,0,0,0,0,0,0,1,cnn_out.twt
0,4.75,0,0,1,1,1,2,13.0,0,0,0,0,1,0,0,0,0,0,0,cnn_out.twt
0,4.11111111111,0,0,1,0,1,2,9.0,1,0,0,0,0,0,0,0,2,0,0,cnn_out.twt
0,5.77777777778,0,0,1,0,1,4,9.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.1,0,0,1,0,0,5,10.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,6.125,0,0,1,1,3,2,9.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.66666666667,0,0,1,0,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.16666666667,0,0,1,0,1,1,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.66666666667,1,0,2,0,0,6,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.44444444444,0,0,3,0,1,5,4.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.91666666667,0,0,3,0,0,11,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.47058823529,0,0,1,0,2,5,17.0,0,0,0,0,0,0,0,0,1,0,0,cnn_out.twt
0,6.375,0,0,1,0,1,2,8.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,6.5,0,0,1,0,0,3,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.06666666667,0,0,1,1,1,4,16.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.0625,0,0,3,1,2,9,6.66666666667,2,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.1,0,0,3,0,3,5,4.66666666667,0,0,0,1,0,1,1,0,0,0,0,cnn_out.twt
